0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,target
-0.06768471056370727,-0.4246164920616854,0.5264124438001168,-1.071220891501597,-0.7262753523111368,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
-0.7676436685883887,-0.5153988953463954,-0.8047173254388044,-0.4889801842575688,0.4111997121711575,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
-0.5343240159134949,0.3470339358583489,0.9099583095130261,-0.5721574281495728,-0.33253398383649646,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
1.5655528581605493,2.571202816333742,-0.01506407250046135,-1.320752623177609,-0.33253398383649646,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
1.0989135528107616,-0.03879127810166825,0.007497449012062735,1.1745646935825116,0.5424468349960376,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1
0.9822537264733149,2.525811614691387,2.444141772364664,1.5904509130425317,-0.15753782006998962,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
-1.3509428002756232,-0.6742681010946378,-0.714471239388708,2.006337132502552,-0.15753782006998962,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
-0.8843034949258356,-0.10687808056520069,-0.19555624460065404,0.7586784741224916,-0.24503590195324304,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
-1.0009633212632825,-0.10687808056520069,-1.4364399277894788,-0.904866403717589,-0.9012715160776436,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
2.032192163510337,-0.3338340887769755,0.45872787926254444,-0.904866403717589,-0.55127918854463,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
-1.1176231476007294,-0.40192089124050795,-0.15043320157560586,1.5904509130425317,-0.7262753523111368,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
